selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Company
1525000,2013,0,70000,1,1,14.16,1968.0,174.3,5.0,Audi
625000,2013,0,90000,1,1,12.12,2231.0,184.0,7.0,Chevrolet
1400000,2014,0,85081,1,1,13.01,2199.0,194.3,7.0,Hyundai
204000,2010,1,220000,0,0,17.0,1197.0,80.0,5.0,Hyundai
125000,2009,1,70000,0,0,15.8,1172.0,65.0,5.0,Tata
890000,2018,0,7000,1,1,18.49,1493.0,100.0,7.0,Mahindra
434999,2012,0,66259,1,0,21.9,1396.0,90.0,5.0,Hyundai
425000,2013,0,57239,0,0,18.0,1198.0,86.7,5.0,Honda
715000,2017,0,45000,0,0,17.4,1497.0,117.6,5.0,Honda
540000,2013,0,65000,1,0,22.32,1582.0,126.3,5.0,Hyundai
675000,2017,0,54552,0,0,20.73,1373.0,91.1,5.0,Maruti
635000,2015,0,78028,1,0,15.96,2523.0,62.1,7.0,Mahindra
525000,2016,0,110000,0,0,16.2,1199.0,74.0,5.0,Volkswagen
275000,2012,0,59000,0,0,19.81,1086.0,68.05,5.0,Hyundai
150000,2007,1,168000,1,0,17.8,1399.0,74.34109969352802,5.0,Ford
459999,2013,1,5209,0,0,18.5,1197.0,85.8,5.0,Maruti
450000,2015,1,96000,1,0,26.59,1248.0,74.0,5.0,Maruti
520000,2017,0,41000,0,0,18.9,1197.0,82.0,5.0,Hyundai
490000,2015,0,65000,1,0,25.83,1498.0,99.0,5.0,Ford
295000,2013,0,51112,0,1,15.5,1198.0,86.7,5.0,Honda
500000,2013,1,280000,1,0,15.96,2523.0,63.0,9.0,Mahindra
1085000,2017,0,24900,0,1,13.0,1591.0,121.3,5.0,Hyundai
280000,2013,0,85000,1,0,23.08,1461.0,63.1,5.0,Renault
1025000,2019,1,20000,0,0,17.0,1591.0,121.3,5.0,Hyundai
850000,2017,0,83000,1,0,18.49,1493.0,100.0,7.0,Mahindra
975000,2018,0,20613,1,1,24.3,1248.0,88.5,5.0,Maruti
270000,2014,0,66452,1,0,25.44,936.0,56.3,5.0,Chevrolet
875000,2018,0,42000,2,0,17.5,1373.0,80.46,7.0,Maruti
1100000,2012,1,120000,0,1,10.8,1984.0,132.0,5.0,Audi
310000,2010,0,78000,1,0,19.3,1248.0,73.9,5.0,Maruti
1345000,2012,0,61000,1,1,18.88,1995.0,184.0,5.0,BMW
640000,2019,0,11000,0,1,20.89,1197.0,81.8,5.0,Maruti
3000000,2018,0,23000,1,1,20.68,1995.0,190.0,5.0,BMW
450000,2015,1,120000,1,0,20.4,1248.0,91.7,5.0,others
950000,2018,0,29500,1,0,23.0,1498.0,98.96,5.0,Ford
590000,2014,0,26000,1,0,26.0,1498.0,98.6,5.0,Honda
1150000,2014,0,116653,1,1,17.05,1995.0,184.0,5.0,BMW
8500000,2018,1,50000,1,1,16.77,2993.0,261.49,5.0,BMW
575000,2018,0,9500,0,1,20.3,1199.0,84.0,5.0,Tata
300000,2005,1,211121,1,0,13.6,2523.0,63.0,7.0,Mahindra
816000,2019,0,20000,1,0,26.59,1248.0,74.0,5.0,Maruti
318000,2017,0,11517,0,0,21.1,814.0,55.2,5.0,Hyundai
850000,2018,0,30000,1,0,16.55,2498.0,105.0,6.0,Mahindra
775000,2017,0,6990,1,1,22.0,1498.0,108.495,5.0,Volkswagen
550000,2016,0,20000,0,0,16.2,1199.0,74.0,5.0,Volkswagen
590000,2015,0,67270,0,0,17.3,1497.0,117.3,7.0,Honda
4325000,2015,0,25000,1,1,10.5,2993.0,271.23,4.0,others
675000,2015,0,44000,1,0,18.49,1493.0,100.0,7.0,Mahindra
360000,2011,0,80000,1,0,19.3,1248.0,73.9,5.0,Maruti
835000,2018,0,32707,1,0,16.55,2498.0,105.0,7.0,Mahindra
530000,2015,0,48000,1,0,17.8,1248.0,74.34109969352802,5.0,Maruti
700000,2012,0,104000,1,0,21.43,1364.0,87.2,5.0,Toyota
1550000,2015,0,56897,1,1,20.38,1968.0,143.0,5.0,Audi
484999,2015,0,94870,1,0,24.0,1120.0,70.0,5.0,Hyundai
434999,2016,0,20200,1,0,25.32,1198.0,77.0,5.0,Mahindra
275000,2015,1,40000,0,0,21.1,814.0,55.2,5.0,Hyundai
225000,2012,0,90683,1,0,25.44,936.0,57.6,5.0,Chevrolet
160000,2010,1,66000,1,0,19.61,1405.0,70.0,5.0,Tata
800000,2019,0,18000,1,0,22.54,1396.0,88.76,5.0,Hyundai
695000,2015,0,49000,1,1,21.21,1498.0,103.2,5.0,Volkswagen
470000,2017,0,25649,0,1,21.5,1197.0,81.8,5.0,Maruti
135000,2007,0,8900,0,0,19.0,998.0,67.1,5.0,Maruti
535000,2014,0,63000,0,0,18.88,999.0,123.37,5.0,Ford
390000,2016,1,15000,0,0,19.81,1086.0,68.05,5.0,Hyundai
890000,2019,0,4000,0,0,14.23,1498.0,104.55,5.0,Nissan
800000,2017,0,38000,1,0,24.3,1248.0,88.5,5.0,Maruti
565000,2015,0,23000,0,0,18.6,1197.0,81.83,5.0,Hyundai
320000,2016,0,31034,0,0,21.1,814.0,55.2,5.0,Hyundai
869999,2018,0,6000,1,1,18.49,1493.0,100.0,7.0,Mahindra
325000,2011,0,58000,0,0,16.0,1198.0,90.0,5.0,Honda
985000,2017,0,93000,1,0,17.6,2179.0,153.86,7.0,Tata
380000,2014,0,44000,0,0,18.5,1197.0,82.85,5.0,Hyundai
2550000,2013,0,39800,1,1,14.49,2993.0,258.0,5.0,BMW
785000,2018,0,15210,0,1,21.21,1197.0,81.8,5.0,Maruti
580000,2016,0,75225,1,0,25.8,1498.0,98.6,5.0,Honda
175000,2008,0,76000,0,0,19.63826453243471,1086.0,62.0,5.0,Hyundai
3000000,2018,0,22000,1,1,17.05,1995.0,184.0,5.0,BMW
285000,2011,0,13384,0,0,18.3,1197.0,74.34109969352802,5.0,Toyota
1050000,2019,0,10787,1,0,21.7,1498.0,98.96,5.0,Ford
440000,2014,0,66250,0,0,23.26,1197.0,88.5,5.0,Maruti
865000,2017,0,28900,0,0,17.01,1591.0,121.3,5.0,Hyundai
1325000,2011,0,88002,1,1,15.8,2143.0,170.0,5.0,Mercedes-Benz
729000,2012,0,93000,1,0,12.99,2494.0,100.0,8.0,Toyota
780000,2017,1,40000,0,1,17.03,1373.0,91.1,7.0,Maruti
306000,2017,0,24500,0,0,21.1,814.0,55.2,5.0,Hyundai
300000,2016,1,45000,0,0,21.1,814.0,55.2,5.0,Hyundai
59000,2002,1,60000,0,0,17.3,993.0,60.0,5.0,Maruti
450000,2017,1,60000,1,0,24.4,1120.0,71.0,5.0,Hyundai
440000,2014,0,74373,0,0,19.1,1197.0,82.0,5.0,Hyundai
450000,2012,1,134000,1,0,23.0,1396.0,90.0,5.0,Hyundai
330000,2018,1,25000,0,0,25.17,799.0,53.3,5.0,Renault
2750000,2016,0,66000,1,1,18.56,1995.0,187.7,5.0,BMW
700000,2016,1,30000,1,0,27.39,1248.0,74.0,5.0,Maruti
311000,2011,0,89000,1,0,20.86,1199.0,75.0,5.0,Skoda
700000,2016,1,100000,1,0,22.7,1598.0,118.0,5.0,Maruti
310000,2016,1,29500,0,0,20.63,1198.0,67.0,5.0,others
875000,2017,0,77900,1,0,24.2,1498.0,93.87,7.0,Maruti
2899000,2017,0,39000,1,1,14.16,1968.0,174.3,5.0,Audi
950000,2014,1,120000,1,0,12.83,2696.0,162.0,7.0,Mahindra
355000,2013,1,43000,0,0,18.9,1197.0,82.0,5.0,Hyundai
630000,2016,0,18000,0,0,18.6,1197.0,81.83,5.0,Hyundai
315000,2011,0,105000,1,0,22.07,1199.0,73.9,5.0,Volkswagen
425000,2014,1,70000,0,0,19.1,1197.0,85.8,5.0,Maruti
180000,2009,1,30000,0,0,19.5,1061.0,74.34109969352802,5.0,Maruti
325000,2019,1,40000,0,0,25.17,799.0,53.3,5.0,Renault
1650000,2017,0,64000,1,1,16.38,1995.0,183.0,5.0,Hyundai
2250000,2016,0,24000,1,1,17.9,2143.0,136.0,5.0,Mercedes-Benz
220000,2016,1,40000,0,0,25.17,799.0,53.3,5.0,Renault
445000,2016,0,42000,0,1,20.51,998.0,67.0,5.0,Maruti
525000,2017,1,80000,1,0,19.87,1461.0,83.8,5.0,Renault
1125000,2014,0,80000,1,1,19.3,1968.0,141.0,5.0,Skoda
399000,2014,0,84094,1,0,18.2,1248.0,73.8,8.0,Chevrolet
300000,2013,0,79000,1,0,25.44,936.0,57.6,5.0,Chevrolet
790000,2015,0,73000,0,0,15.29,1591.0,121.3,5.0,Hyundai
585000,2016,Trustmark Dealer,5301,0,1,18.9,1197.0,82.0,5.0,Hyundai
1044999,2014,0,110000,1,0,12.99,2494.0,100.6,8.0,Toyota
400000,2018,1,90000,0,0,20.3,1199.0,84.0,5.0,Tata
890000,2019,1,4000,0,0,17.0,1197.0,108.6,5.0,Mahindra
890000,2010,0,240000,1,0,11.5,2982.0,171.0,7.0,Toyota
475000,2015,0,61500,1,0,20.14,1498.0,88.8,5.0,Volkswagen
450000,2018,1,30000,0,0,23.84,1199.0,84.0,5.0,Tata
430000,2015,0,36000,0,1,23.1,998.0,67.04,5.0,Maruti
755000,2012,0,68000,1,1,18.33,1968.0,167.7,5.0,Volkswagen
575000,2016,0,22000,0,0,18.7,1199.0,88.7,5.0,Honda
1370000,2017,0,53958,1,1,18.23,1582.0,126.2,5.0,Hyundai
95000,2006,0,83000,0,0,19.7,796.0,46.3,5.0,Maruti
500000,2007,1,315000,1,0,12.8,2494.0,102.0,8.0,Toyota
290000,2011,0,113000,1,0,20.0,1399.0,68.0,5.0,Ford
850000,2018,1,40000,0,0,21.56,1462.0,103.25,5.0,Maruti
760000,2018,0,31000,0,1,14.3,1598.0,103.52,5.0,Skoda
375000,2012,0,90100,1,0,22.07,1199.0,73.9,5.0,Volkswagen
425000,2014,1,60000,0,0,19.1,1197.0,82.0,5.0,Hyundai
310000,2015,0,12300,0,0,21.1,814.0,55.2,5.0,Hyundai
800000,2018,0,47000,1,0,28.4,1248.0,74.0,5.0,Maruti
771000,2015,0,56000,0,1,18.0,1497.0,117.3,5.0,Honda
2600000,2017,0,90000,1,0,13.0,2982.0,168.5,7.0,Toyota
925000,2014,0,51000,1,0,15.4,2179.0,120.0,7.0,Mahindra
690000,2015,0,75911,1,0,22.7,1498.0,89.84,5.0,Ford
400000,2014,0,48500,2,0,22.1,1586.0,85.7,5.0,Maruti
570000,2015,0,70000,1,0,19.3,1248.0,73.9,5.0,Maruti
340000,2013,0,38100,0,0,20.36,1197.0,78.9,5.0,Hyundai
418000,2013,0,35000,0,0,18.6,1197.0,81.83,5.0,Hyundai
975000,2018,0,30892,1,0,25.5,1498.0,98.6,5.0,Honda
700000,2018,1,80000,1,0,27.39,1248.0,74.0,5.0,Maruti
680000,2018,1,26000,1,0,24.7,1047.0,69.0,5.0,Tata
300000,2016,0,47233,0,1,23.95,998.0,67.1,5.0,Maruti
111000,2004,0,58000,0,0,19.7,796.0,46.3,5.0,Maruti
2550000,2018,0,30000,1,1,17.9,2143.0,136.0,5.0,Mercedes-Benz
2750000,2020,0,6000,1,1,17.1,1956.0,173.0,5.0,others
385000,2012,0,70000,1,0,22.07,1199.0,73.9,5.0,Volkswagen
425000,2014,0,50666,1,0,22.07,1199.0,74.0,5.0,Volkswagen
675000,2017,0,42886,0,0,13.04,1598.0,103.2,5.0,Nissan
590000,2015,0,32000,0,0,20.85,1197.0,83.14,5.0,Maruti
250000,2008,0,78000,0,0,17.5,1298.0,85.8,5.0,Maruti
345000,2015,0,8403,0,0,15.37,1196.0,73.0,5.0,Maruti
600000,2015,1,95000,1,0,25.1,1498.0,98.6,5.0,Honda
99000,2008,0,59000,0,0,18.0,995.0,62.0,5.0,Chevrolet
800000,2017,0,73338,2,0,17.5,1373.0,80.46,7.0,Maruti
755000,2019,0,11000,0,0,17.0,1497.0,118.0,5.0,Honda
324000,2016,0,19000,0,0,22.3,799.0,53.26,5.0,Renault
750000,2017,0,51521,1,1,22.0,1498.0,108.495,5.0,Volkswagen
775000,2019,0,12705,0,0,21.01,1197.0,81.8,5.0,Maruti
250000,2012,1,62324,0,0,21.1,814.0,55.2,5.0,Hyundai
710000,2012,0,112000,1,0,12.99,2494.0,100.0,8.0,Toyota
350000,2012,0,32000,0,0,18.5,1197.0,80.0,5.0,Hyundai
270000,2011,0,58000,0,0,20.36,1197.0,78.9,5.0,Hyundai
204999,2015,0,55000,0,0,16.84,1193.0,64.4,5.0,Tata
730000,2018,1,18500,0,0,14.19,1498.0,104.5,5.0,Renault
1050000,2017,0,53000,1,1,17.6,2179.0,153.86,7.0,Tata
1250000,2015,1,70000,1,0,15.4,1997.0,120.0,7.0,Mahindra
565000,2015,0,82287,1,0,20.45,1461.0,83.8,5.0,Nissan
484999,2014,0,42000,0,0,18.6,1197.0,81.83,5.0,Hyundai
221000,2010,0,76400,1,0,20.0,1399.0,68.0,5.0,Ford
750000,2014,0,48148,1,0,20.77,1248.0,88.76,7.0,Maruti
1490000,2016,0,66000,0,1,14.67,1798.0,177.46,5.0,Skoda
434999,2014,0,62051,1,0,20.14,1498.0,88.8,5.0,Volkswagen
250000,2010,0,35000,0,0,16.11,1196.0,72.42,5.0,Maruti
950000,2013,1,277000,1,0,12.99,2494.0,100.0,8.0,Toyota
484999,2014,0,68000,1,0,15.11,1598.0,103.6,5.0,Volkswagen
475000,2013,0,10000,0,0,19.1,1197.0,85.8,5.0,Maruti
700000,2015,1,20000,0,0,20.73,1373.0,91.1,5.0,Maruti
2990000,2014,0,41000,1,1,19.63826453243471,2987.0,165.0,5.0,Mercedes-Benz
540000,2016,0,14000,0,0,18.16,1196.0,86.8,5.0,Ford
375000,2014,1,90000,1,0,25.8,1498.0,98.6,5.0,Honda
229999,2007,0,77034,0,0,16.9,1497.0,100.0,5.0,Honda
1526000,2016,0,56000,1,0,13.68,2393.0,147.8,8.0,Toyota
2100000,2013,0,32000,1,1,10.0,2143.0,170.0,5.0,Mercedes-Benz
376000,2013,0,52132,1,0,23.2,1248.0,73.94,5.0,Maruti
1500000,2018,1,60000,1,0,16.0,2179.0,138.0,7.0,Mahindra
310000,2012,0,51000,0,0,18.3,1197.0,74.34109969352802,5.0,Toyota
2395000,2016,0,89000,1,1,10.91,3198.0,197.0,7.0,Ford
345000,2016,0,21200,0,0,22.3,799.0,53.26,5.0,Renault
434000,2018,1,50000,2,0,26.6,998.0,58.16,5.0,Maruti
300000,2011,1,84700,1,0,15.0,1896.0,105.0,5.0,Volkswagen
281000,2016,0,21223,0,0,21.1,814.0,55.2,5.0,Hyundai
280000,2010,0,36704,0,0,18.6,1197.0,81.83,5.0,Hyundai
2650000,2011,0,78000,1,1,14.7,2993.0,241.4,6.0,others
545000,2017,0,35092,0,0,21.01,1197.0,81.8,5.0,Maruti
350000,2017,1,15000,0,0,25.17,799.0,53.3,5.0,Renault
350000,2013,0,20000,0,0,19.4,1198.0,86.8,5.0,Honda
559000,2014,0,41000,0,0,17.01,1591.0,121.3,5.0,Hyundai
655000,2015,1,100000,1,0,15.1,2179.0,140.0,7.0,Mahindra
1550000,2017,0,29000,1,0,17.1,1956.0,170.0,5.0,others
760000,2017,0,45000,0,0,17.5,1373.0,91.1,7.0,Maruti
825000,2017,0,63000,1,0,18.49,1493.0,100.0,7.0,Mahindra
800000,2019,0,2277,0,1,15.5,1198.0,86.7,5.0,Honda
114999,2003,1,40000,0,0,13.0,1493.0,100.0,5.0,Honda
300000,2011,0,40000,1,0,22.9,1248.0,74.0,5.0,Maruti
475000,2016,0,8000,0,0,22.0,1197.0,81.8,5.0,Maruti
1425000,2015,1,35000,1,1,19.3,1968.0,141.0,5.0,Skoda
491000,2012,0,461000,0,0,14.53,1798.0,138.1,5.0,Toyota
225000,2010,0,51000,1,0,21.12,1248.0,88.8,5.0,Tata
799000,2017,0,40011,1,0,25.5,1498.0,98.6,5.0,Honda
4300000,2016,0,22000,1,1,16.38,1999.0,177.0,5.0,others
1800000,2013,0,70000,1,1,14.16,1968.0,174.3,5.0,Audi
165000,2009,0,70000,1,0,18.0,1248.0,75.0,5.0,Tata
650000,2016,1,110000,1,1,22.15,1498.0,108.6,5.0,Volkswagen
150000,2007,0,131000,0,1,11.3,1794.0,125.0,5.0,Toyota
690000,2016,0,56000,1,0,14.02,2179.0,118.3,8.0,Mahindra
900000,2011,0,110500,0,1,11.74,1796.0,186.0,5.0,Mercedes-Benz
555000,2015,0,37782,0,1,16.93,1197.0,103.2,5.0,Volkswagen
2550000,2012,0,87500,1,1,12.7,2179.0,187.7,5.0,others
325000,2011,0,68000,1,0,23.0,1396.0,90.0,5.0,Hyundai
450000,2016,0,41001,0,0,18.16,1196.0,86.8,5.0,Ford
254999,2011,0,66000,1,0,20.0,1399.0,68.05,5.0,Ford
575000,2015,0,67000,0,0,20.85,1197.0,83.14,5.0,Maruti
340000,2014,1,60000,1,0,20.4,1248.0,91.7,5.0,others
800000,2017,0,84900,0,0,17.5,1373.0,91.1,7.0,Maruti
475000,2014,0,59000,1,0,20.5,1598.0,103.5,5.0,Skoda
420000,2014,1,135000,1,0,21.64,1461.0,84.8,5.0,Nissan
1550000,2015,0,73000,0,1,12.98,2494.0,178.3,5.0,Toyota
3300000,2017,0,51000,1,1,18.12,1995.0,190.0,5.0,BMW
430000,2016,0,23000,0,1,20.52,1197.0,81.8,5.0,Maruti
525000,2015,1,23000,0,0,18.9,1197.0,82.0,5.0,Hyundai
445000,2017,0,13734,0,0,18.5,1198.0,86.8,5.0,Honda
180000,2012,1,17000,0,0,20.92,998.0,67.1,5.0,Maruti
850000,2017,1,26000,0,1,21.4,1197.0,83.1,5.0,Maruti
710000,2015,0,80900,1,1,22.15,1498.0,108.6,5.0,Volkswagen
299000,2011,0,70250,1,0,22.07,1199.0,73.9,5.0,Volkswagen
949000,2017,0,49000,1,0,23.9,1582.0,126.2,5.0,Hyundai
450000,2016,1,60000,1,0,20.5,1248.0,91.72,5.0,others
1299000,2011,0,33233,1,1,18.48,1142.6554921540655,74.34109969352802,5.0,BMW
2975000,2016,0,51000,1,1,18.12,1995.0,190.0,5.0,BMW
420000,2017,1,105000,1,0,22.95,1248.0,74.0,5.0,Tata
620000,2011,1,217000,1,0,12.8,2494.0,102.0,8.0,Toyota
1855000,2013,0,76000,1,1,15.26,2143.0,203.2,5.0,Mercedes-Benz
1490000,2012,0,76500,1,1,14.84,2143.0,170.0,5.0,Mercedes-Benz
250000,2010,0,28000,0,0,14.0,1061.0,64.0,5.0,Maruti
751000,2018,0,27000,1,0,21.5,1497.0,108.5,5.0,Tata
1050000,2010,0,158000,1,0,11.5,2982.0,171.0,7.0,Toyota
349000,2010,0,77250,0,1,16.8,1497.0,118.0,5.0,Honda
250000,2012,1,60000,1,0,21.12,1248.0,88.8,5.0,Tata
799000,2017,0,42500,1,0,23.65,1248.0,88.5,5.0,Maruti
350000,2013,0,63000,0,0,17.71,1197.0,78.9,5.0,Toyota
365000,2015,0,48000,2,0,32.52,998.0,58.33,5.0,Maruti
365000,2014,0,39000,2,0,21.94,1196.0,61.7,5.0,Maruti
690000,2016,0,60000,0,1,17.21,1197.0,103.5,5.0,Volkswagen
670000,2016,0,40003,0,1,14.7,1496.0,120.69,5.0,Ford
325000,2018,0,40737,0,0,22.74,796.0,47.3,5.0,Maruti
310000,2013,0,70670,0,0,21.1,1197.0,85.8,5.0,Maruti
900000,2014,1,120000,1,1,19.5,1582.0,126.24,5.0,Hyundai
275000,2012,0,62500,0,1,16.98,998.0,66.1,5.0,Maruti
850000,2016,1,50000,1,0,26.0,1498.0,98.6,5.0,Honda
215000,2011,0,22000,0,0,15.7,1172.0,67.0,5.0,others
450000,2016,1,70000,1,0,24.0,1120.0,70.0,5.0,Hyundai
900000,2018,1,17000,1,0,28.09,1248.0,88.5,5.0,Maruti
650000,2016,0,59000,0,0,18.6,1197.0,81.83,5.0,Hyundai
850000,2017,0,43000,1,0,28.09,1248.0,88.5,5.0,Maruti
175000,2012,0,23948,0,0,15.64,1193.0,64.08,5.0,Tata
621000,2014,0,50250,0,1,16.5,1499.0,110.0,5.0,Ford
775000,2018,0,23150,0,0,20.73,1373.0,91.1,5.0,Maruti
511000,2015,0,19000,0,0,18.6,1197.0,85.8,5.0,Maruti
635000,2014,0,45000,1,0,16.5,1493.0,70.0,7.0,Mahindra
894999,2019,0,37095,1,0,24.3,1248.0,88.5,5.0,Maruti
350000,2018,1,70000,0,0,20.3,998.0,68.05,5.0,Hyundai
630000,2015,0,45235,0,0,18.6,1197.0,81.83,5.0,Hyundai
900000,2017,0,31700,1,1,22.15,1498.0,108.6,5.0,Volkswagen
950000,2018,0,24812,1,0,25.47,1248.0,88.5,7.0,Maruti
1900000,2014,1,67000,1,1,16.36,2179.0,187.7,5.0,others
295000,2015,0,62000,2,0,15.1,1196.0,73.0,5.0,Maruti
650000,2016,0,75000,1,1,19.08,1582.0,126.2,5.0,Hyundai
600000,2019,1,10000,0,0,21.21,1197.0,81.8,5.0,Maruti
750000,2012,0,85000,1,0,12.8,2494.0,102.0,8.0,Toyota
140000,2009,1,22000,0,0,19.7,796.0,46.3,5.0,Maruti
651000,2015,0,78000,1,0,26.0,1498.0,98.6,5.0,Honda
400000,2015,1,70000,1,0,21.2,1248.0,75.0,5.0,others
165000,2012,1,120000,1,0,25.44,936.0,57.6,5.0,Chevrolet
575000,2013,0,14000,0,1,17.01,1591.0,121.4,5.0,Hyundai
875000,2016,0,32302,0,1,18.0,1497.0,117.3,5.0,Honda
575000,2015,0,46023,1,0,26.59,1248.0,74.0,5.0,Maruti
775000,2017,0,28596,0,0,17.5,1373.0,91.1,7.0,Maruti
300000,2011,0,54688,0,0,16.1,1197.0,85.0,5.0,Maruti
695000,2015,0,64000,1,0,28.09,1248.0,88.5,5.0,Maruti
750000,2018,1,46000,1,0,28.4,1248.0,74.02,5.0,Maruti
204999,2006,0,82000,0,0,16.1,1298.0,88.2,5.0,Maruti
760000,2016,0,21715,0,0,17.8,1497.0,117.3,5.0,Honda
900000,2018,0,12617,0,0,17.1,1496.0,105.5,5.0,Toyota
2550000,2015,0,68000,1,1,18.12,1995.0,190.0,5.0,BMW
975000,2019,0,22809,1,0,25.1,1248.0,88.5,5.0,Maruti
450000,2012,0,68000,1,0,12.05,2179.0,120.0,8.0,Mahindra
169000,2008,0,60000,0,0,15.0,1086.0,66.6,5.0,Hyundai
355000,2008,0,97000,1,0,12.05,2179.0,120.0,8.0,Mahindra
145000,2010,0,40000,0,0,19.63826453243471,1086.0,62.0,5.0,Hyundai
235000,2010,0,35000,0,0,20.36,1197.0,78.9,5.0,Hyundai
225000,2007,0,71000,0,1,12.9,1799.0,130.0,5.0,Honda
875000,2017,0,24000,0,1,18.0,1497.0,117.6,5.0,Honda
395000,2013,0,39000,0,0,17.0,1197.0,80.0,5.0,Hyundai
825000,2017,0,10400,1,0,18.49,1493.0,100.0,7.0,Mahindra
400000,2013,1,170000,1,0,13.49,2179.0,138.03,5.0,Tata
695000,2012,0,48000,1,0,15.1,2179.0,140.0,7.0,Mahindra
610000,2015,0,53000,0,0,17.4,1497.0,117.3,5.0,Honda
1111000,2019,0,21000,1,1,24.3,1248.0,88.5,5.0,Maruti
185000,2010,0,11000,2,0,26.83,796.0,38.4,5.0,Maruti
265000,2012,0,60422,0,1,16.98,998.0,66.1,5.0,Maruti
6100000,2016,0,22000,1,1,16.77,2993.0,261.49,5.0,BMW
2675000,2018,0,32000,1,1,17.32,1968.0,184.0,5.0,Audi
89000,2011,1,40000,0,0,26.0,624.0,35.0,4.0,Tata
325000,2014,1,76000,0,0,23.1,998.0,67.04,5.0,Maruti
1050000,2017,1,45000,1,0,22.0,1582.0,126.2,5.0,Hyundai
1750000,2014,0,38000,1,1,15.73,1968.0,174.33,5.0,Audi
575000,2019,1,16000,0,1,18.9,1197.0,81.86,5.0,Hyundai
1250000,2012,0,75000,1,1,14.94,2967.0,241.4,5.0,Audi
175000,2010,0,33000,0,0,18.6,1199.0,79.4,5.0,Chevrolet
1160000,2015,0,34000,0,1,13.7,1798.0,157.75,5.0,Skoda
365000,2011,0,88000,1,0,19.3,1248.0,73.9,5.0,Maruti
625000,2018,0,27000,0,0,18.6,1197.0,81.83,5.0,Hyundai
300000,2012,1,96000,1,0,22.07,1199.0,73.9,5.0,Volkswagen
675000,2016,0,65000,1,0,22.54,1396.0,88.73,5.0,Hyundai
365000,2011,0,45000,0,0,17.0,1497.0,118.0,5.0,Honda
292000,2013,1,50000,0,0,20.51,998.0,67.04,5.0,Maruti
218000,2016,0,105725,1,0,22.1,1248.0,74.0,5.0,Chevrolet
300000,2015,1,20000,0,0,23.95,998.0,67.05,5.0,Maruti
450000,2016,1,30000,1,0,25.32,1198.0,77.0,6.0,Mahindra
476000,2011,0,107000,1,0,21.43,1364.0,87.2,5.0,Toyota
375000,2008,0,40000,0,1,16.8,1497.0,116.4,5.0,Honda
425000,2013,0,27000,0,0,18.5,1197.0,82.85,5.0,Hyundai
795000,2016,0,35000,0,1,15.4,1497.0,117.3,7.0,Honda
180000,2005,1,180000,0,0,13.4,1794.0,125.0,5.0,Toyota
835000,2018,0,16000,1,0,21.5,1497.0,108.5,5.0,Tata
395000,2013,0,40000,0,0,17.0,1197.0,80.0,5.0,Hyundai
190000,2008,0,90000,1,0,16.52,1991.0,123.7,5.0,Chevrolet
400000,2020,1,5000,0,1,24.04,999.0,67.0,5.0,Renault
285000,2016,0,29000,0,0,22.74,796.0,47.3,5.0,Maruti
1150000,2015,0,35000,0,1,13.7,1798.0,157.75,5.0,Skoda
520000,2017,1,30000,0,0,22.0,1197.0,81.8,5.0,Maruti
450000,2011,0,138886,1,0,16.8,1493.0,110.0,5.0,Hyundai
486000,2013,0,79000,1,0,23.4,1248.0,74.0,5.0,Maruti
280000,2008,1,40578,1,0,19.3,1248.0,73.9,5.0,Maruti
475000,2012,0,60000,1,0,22.9,1248.0,74.0,5.0,Maruti
1400000,2015,1,60000,1,1,16.0,2179.0,140.0,7.0,Mahindra
550000,2016,1,110000,1,0,20.14,1498.0,88.7,5.0,Volkswagen
90000,2004,1,50000,0,0,11.3,1298.0,83.1,8.0,Maruti
375000,2014,0,55000,0,0,17.57,1193.0,88.7,5.0,Tata
650000,2013,0,62000,1,0,21.43,1364.0,87.2,5.0,Toyota
215000,2011,1,50000,0,0,19.0,998.0,67.1,5.0,Maruti
549000,2012,0,66657,1,0,22.32,1582.0,126.32,5.0,Hyundai
260000,2012,1,100000,1,0,11.57,2179.0,138.1,7.0,Tata
3600000,2019,1,52000,1,1,16.25,1968.0,148.0,7.0,Skoda
375000,2011,0,35000,0,0,17.0,1197.0,80.0,5.0,Hyundai
610000,2019,1,5000,0,0,21.21,1197.0,81.8,5.0,Maruti
650000,2015,1,70000,1,0,26.0,1498.0,98.6,5.0,Honda
335000,2014,0,60137,1,0,21.02,1248.0,88.76,5.0,Tata
450000,2009,0,62000,1,1,17.0,1896.0,105.0,5.0,Skoda
560000,2015,0,19570,0,0,18.7,1199.0,88.7,5.0,Honda
95000,2008,0,8205,0,0,16.84,1193.0,64.4,5.0,Tata
625000,2015,0,37639,1,0,19.87,1461.0,83.8,5.0,Renault
994999,2011,0,63000,1,1,13.2,1995.0,170.0,5.0,BMW
650000,2017,0,50000,1,0,17.8,1248.0,74.34109969352802,5.0,Maruti
590000,2014,0,74000,1,0,26.0,1498.0,98.6,5.0,Honda
600000,2014,0,40000,2,0,17.5,1373.0,80.46,7.0,Maruti
190000,2009,0,73000,0,0,20.36,1197.0,78.9,5.0,Hyundai
911000,2018,0,26750,1,0,28.4,1248.0,74.02,5.0,Maruti
185000,2008,0,66403,0,0,17.92,1086.0,62.1,5.0,Hyundai
