selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Company
415000,2015,0,52312,1,0,24.0,1120.0,70.0,5.0,Hyundai
325000,2009,1,178000,1,0,12.05,2179.0,120.0,7.0,Mahindra
289000,2013,0,39569,1,0,28.4,1248.0,74.0,5.0,Maruti
2899000,2011,0,65000,1,1,10.2,3628.0,308.0,7.0,others
800000,2018,0,38000,1,1,24.3,1248.0,88.5,5.0,Maruti
430000,2013,0,113414,1,0,20.54,1598.0,103.6,5.0,Volkswagen
600000,2014,1,40000,0,0,17.3,1497.0,117.3,7.0,Honda
450000,2015,1,120000,1,0,26.59,1248.0,74.0,5.0,Maruti
790000,2018,1,10000,0,0,18.6,1197.0,81.83,5.0,Hyundai
395000,2011,0,42000,1,0,15.0,1896.0,105.0,5.0,Volkswagen
952000,2019,1,6000,1,0,23.0,1498.0,98.96,5.0,Ford
640000,2016,1,80000,1,0,19.87,1461.0,83.8,5.0,Renault
125000,2007,1,70000,0,0,13.9,1599.0,103.2,5.0,Hyundai
450000,2014,0,65000,1,0,20.45,1461.0,83.8,5.0,Renault
950000,2018,0,4000,0,0,17.0,1591.0,121.3,5.0,Hyundai
225000,2012,1,64000,1,0,17.0,1405.0,70.0,5.0,Tata
500000,2015,0,65000,1,0,26.0,1498.0,98.6,5.0,Honda
540000,2017,0,26000,0,0,18.6,1197.0,81.83,5.0,Hyundai
458000,2014,0,60000,1,0,28.4,1248.0,74.0,5.0,Maruti
80000,2007,1,100000,0,0,19.7,796.0,35.0,8.0,Maruti
850000,2017,0,36000,1,0,21.7,1498.0,98.96,5.0,Ford
350000,2013,1,80000,1,0,14.0,2498.0,112.0,8.0,Mahindra
500000,2015,1,60000,1,0,25.2,1248.0,74.0,5.0,Maruti
129000,2009,0,60000,0,0,19.0,998.0,67.1,5.0,Maruti
400000,2012,1,90000,1,0,12.2,1994.0,105.3,10.0,Chevrolet
1900000,2014,0,88720,1,1,16.55,1968.0,147.51,5.0,Audi
200000,2015,1,212000,0,0,19.0,1197.0,85.8,5.0,Maruti
300000,2020,1,25000,0,0,23.01,999.0,67.0,5.0,Renault
220000,2012,1,60000,0,0,18.9,998.0,67.1,5.0,Maruti
425000,2012,0,65395,1,0,23.59,1364.0,67.04,5.0,Toyota
470000,2018,1,20000,0,0,23.84,1199.0,84.0,5.0,Tata
165000,2010,1,45386,0,0,18.0,995.0,62.0,5.0,Chevrolet
509999,2019,1,15000,0,0,20.52,1197.0,81.8,5.0,Maruti
450000,2017,0,65000,1,0,22.95,1248.0,74.0,5.0,Tata
780000,2019,1,5000,1,0,24.4,1498.0,98.63,5.0,Ford
530000,2016,0,36889,0,0,20.73,1373.0,91.1,5.0,Maruti
500000,2015,1,160000,1,0,22.77,1498.0,98.59,5.0,Ford
1025000,2012,0,84000,1,1,11.72,2199.0,194.3,7.0,Hyundai
450000,2020,1,10000,0,0,20.52,1197.0,81.8,5.0,Maruti
1500000,2017,1,100000,1,0,13.68,2393.0,147.8,7.0,Toyota
350000,2017,0,35780,1,0,27.28,1047.0,69.0,5.0,Tata
160000,2011,1,130890,0,0,18.9,998.0,67.1,5.0,Maruti
550000,2016,0,120728,1,0,23.65,1248.0,88.5,5.0,Maruti
250000,2012,1,50000,1,0,25.44,936.0,57.6,5.0,Chevrolet
380000,2010,0,100380,0,1,15.6,1497.0,116.3,5.0,Honda
285000,2010,0,37000,0,0,19.0,998.0,66.1,5.0,Maruti
695000,2016,1,50000,1,0,28.09,1248.0,88.5,5.0,Maruti
375000,2016,1,34500,0,0,20.51,998.0,67.04,5.0,Maruti
340000,2017,1,10000,0,0,23.95,998.0,67.1,5.0,Maruti
300000,2017,1,30000,0,0,25.17,799.0,53.3,5.0,Renault
215000,2013,1,30000,0,0,21.1,814.0,55.2,5.0,Hyundai
390000,2018,1,38000,0,0,23.84,1199.0,84.0,5.0,Tata
75000,2002,1,97000,0,0,15.5,1242.0,74.34109969352802,5.0,others
150000,2010,1,70000,3,0,13.45,1086.0,62.1,5.0,Hyundai
111000,2006,0,49256,0,0,21.79,998.0,67.05,5.0,Maruti
125000,2006,1,60000,0,0,14.0,1061.0,64.0,5.0,Maruti
1150000,2016,0,79200,1,1,15.4,2179.0,120.0,7.0,Mahindra
750000,2017,1,35000,0,0,17.4,1497.0,117.3,5.0,Honda
350000,2015,0,61107,0,0,19.02,1198.0,67.05,5.0,others
139000,2012,0,29500,0,0,18.0,995.0,62.0,5.0,Chevrolet
480000,2015,1,95000,1,0,25.2,1248.0,74.0,5.0,Maruti
595000,2014,0,92000,1,0,10.5,2609.0,120.0,7.0,Mahindra
575000,2015,0,49000,1,0,19.01,1461.0,108.5,5.0,Nissan
175000,2009,1,50000,0,0,19.7,796.0,46.3,5.0,Maruti
475000,2016,0,65000,0,0,18.9,1197.0,82.0,5.0,Hyundai
280000,2012,1,60000,1,0,21.5,1248.0,88.8,5.0,Maruti
375000,2012,0,48000,1,0,19.64,1461.0,108.45,5.0,Renault
390000,2012,1,40000,1,0,22.9,1248.0,74.0,5.0,Maruti
575000,2019,1,11800,0,0,19.83,1198.0,67.0,7.0,others
675000,2017,0,57537,1,0,25.4,1186.0,73.97,5.0,Hyundai
350000,2012,1,80000,1,0,21.64,1461.0,84.8,5.0,Nissan
599000,2018,1,25000,0,0,20.3,1199.0,84.0,5.0,Tata
425000,2015,0,72000,1,0,25.8,1498.0,98.6,5.0,Honda
290000,2014,1,21980,0,0,20.51,998.0,67.04,5.0,Maruti
150000,2010,1,15500,0,0,18.6,1199.0,79.4,5.0,Chevrolet
180000,2011,1,120000,1,0,23.08,1461.0,63.1,5.0,Nissan
770000,2016,0,60000,1,0,21.38,1396.0,88.7,5.0,Hyundai
535000,2015,0,53000,1,0,26.0,1498.0,98.6,5.0,Honda
150000,2009,1,30000,0,0,19.7,796.0,46.3,5.0,Maruti
325000,2018,1,5000,0,0,24.7,796.0,47.3,5.0,Maruti
1399000,2011,0,69000,1,1,14.16,1968.0,174.3,5.0,Audi
850000,2012,0,65000,1,1,15.06,1995.0,177.0,5.0,BMW
250000,2010,0,80875,0,0,18.9,998.0,67.1,5.0,Maruti
270000,2015,1,60000,0,0,19.4,1198.0,86.8,5.0,Honda
800000,2017,1,35000,1,0,23.0,1498.0,98.96,5.0,Ford
450000,2014,0,85392,1,0,28.4,1248.0,74.0,5.0,Maruti
980000,2019,1,45000,1,0,25.47,1248.0,88.5,7.0,Maruti
320000,2014,1,110000,0,1,16.9,1197.0,82.0,5.0,Hyundai
210000,2006,1,25000,0,0,13.4,1794.0,125.0,5.0,Toyota
411000,2014,1,54000,0,0,18.6,1197.0,85.8,5.0,Maruti
650000,2015,1,90000,1,0,20.77,1248.0,88.76,7.0,Maruti
950000,2019,1,10000,0,0,18.27,998.0,118.35,5.0,Hyundai
370000,2016,1,47000,0,0,19.81,1086.0,68.05,5.0,Hyundai
95000,2000,1,120000,0,0,18.9,998.0,67.1,5.0,Maruti
200000,2008,1,30000,0,0,15.5,1586.0,103.3,5.0,Maruti
1300000,2017,1,78000,1,0,17.6,2179.0,153.86,7.0,Tata
150000,2012,1,70000,1,0,25.0,1396.0,69.0,5.0,Tata
650000,2018,0,28779,1,0,21.66,1498.0,108.62,5.0,Volkswagen
598000,2019,1,15000,0,0,18.9,1197.0,81.86,5.0,Hyundai
730000,2020,1,3800,0,0,19.05,1199.0,84.82,5.0,Tata
875000,2018,1,10000,0,0,20.73,1373.0,91.1,5.0,Maruti
670000,2019,1,2000,0,0,19.5,1199.0,88.76,5.0,Honda
1850000,2015,0,26800,1,1,15.17,1968.0,181.0,5.0,Audi
114999,2006,0,50000,0,0,17.0,1086.0,74.34109969352802,5.0,Hyundai
330000,2019,1,20000,0,0,23.95,998.0,67.05,5.0,Maruti
610000,2019,1,5000,0,0,21.4,1197.0,83.1,5.0,Maruti
680000,2017,0,50907,1,1,26.59,1248.0,74.0,5.0,Maruti
585000,2017,0,38000,1,0,26.59,1248.0,74.0,5.0,Maruti
330000,2014,0,67000,1,0,25.8,1498.0,98.6,5.0,Honda
950000,2019,0,9000,1,0,23.9,1582.0,126.2,5.0,Hyundai
350000,2015,1,25000,0,0,18.0,1198.0,86.7,5.0,Honda
650000,2018,0,54000,1,0,25.8,1498.0,98.6,5.0,Honda
675000,2017,0,127991,1,0,25.5,1498.0,98.6,5.0,Honda
500000,2016,1,53215,1,0,22.95,1248.0,74.0,5.0,Tata
1200000,2012,0,48964,1,1,18.48,1142.6554921540655,74.34109969352802,5.0,BMW
530000,2014,0,26000,0,0,16.02,1373.0,93.7,7.0,Maruti
484999,2015,1,288486,1,0,24.2,1498.0,98.6,7.0,Honda
340000,2008,0,65123,1,0,17.8,1248.0,75.0,5.0,Maruti
900000,2016,0,112000,1,0,15.4,2179.0,120.0,7.0,Mahindra
370000,2017,1,50000,0,0,20.51,998.0,67.04,5.0,Maruti
210000,2012,0,61043,0,0,19.7,796.0,46.3,5.0,Maruti
436000,2017,0,20000,0,0,18.9,1197.0,81.86,5.0,Hyundai
800000,2017,1,55000,1,0,24.3,1248.0,88.5,5.0,Maruti
500000,2015,1,120000,1,0,24.2,1498.0,98.6,7.0,Honda
675000,2014,0,72372,1,0,20.77,1248.0,88.8,7.0,Maruti
589000,2015,0,38200,0,0,17.4,1497.0,117.3,5.0,Honda
625000,2017,1,70000,0,0,21.4,1197.0,83.1,5.0,Maruti
650000,2019,1,10000,0,1,20.7,1197.0,81.86,5.0,Hyundai
235000,2013,0,35200,0,0,21.1,814.0,55.2,5.0,Hyundai
600000,2016,1,120000,1,0,24.3,1248.0,88.5,5.0,Maruti
570000,2017,0,76500,1,0,20.14,1498.0,88.0,5.0,Volkswagen
225000,2011,0,32153,1,0,20.0,1399.0,68.0,5.0,Ford
530000,2018,1,15000,1,0,19.63826453243471,1498.0,99.0,5.0,Ford
180000,2011,1,123000,1,0,20.0,1399.0,68.0,5.0,Ford
300000,2016,1,5000,0,0,21.1,814.0,55.2,5.0,Hyundai
430000,2013,1,40000,0,0,13.14,1798.0,160.0,5.0,Skoda
200000,2012,1,100000,1,0,16.1,1405.0,70.0,5.0,Tata
140000,2013,0,71000,0,0,15.64,1193.0,64.1,5.0,Tata
1600000,2019,0,16320,1,0,17.0,1956.0,167.67,5.0,Tata
200000,2010,1,120000,1,0,11.57,2179.0,138.1,7.0,Tata
1150000,2015,0,79000,1,0,16.0,1997.0,140.0,7.0,Mahindra
78000,2006,1,70000,0,0,14.0,1061.0,64.0,5.0,Maruti
380000,2015,1,25000,0,0,20.4,1197.0,81.8,5.0,Maruti
600000,2011,1,23000,1,0,15.4,2179.0,120.0,8.0,Mahindra
475000,2017,1,35000,0,0,18.16,1196.0,86.8,5.0,Ford
500000,2014,1,60000,0,0,17.4,1497.0,117.3,5.0,Honda
299000,2013,0,16000,0,0,20.51,998.0,67.04,5.0,Maruti
270000,2016,1,35000,0,0,20.3,998.0,68.05,5.0,Hyundai
565000,2016,0,37000,1,0,19.64,1461.0,108.45,5.0,Renault
495000,2014,0,40000,1,0,22.7,1498.0,89.84,5.0,Ford
2089999,2018,0,69000,1,0,13.68,2393.0,147.8,7.0,Toyota
265000,2009,0,76000,0,0,16.7,1198.0,88.8,5.0,Honda
750000,2019,1,20000,1,0,16.5,1493.0,70.0,7.0,Mahindra
320000,2012,0,38000,0,0,18.6,1197.0,85.8,5.0,Maruti
690000,2016,0,64172,1,0,16.5,1493.0,70.0,7.0,Mahindra
675000,2016,0,53075,0,1,17.1,1591.0,121.4,5.0,Hyundai
650000,2020,1,3500,0,0,17.0,1198.0,108.5,5.0,Tata
324000,2016,1,60000,0,0,20.51,998.0,67.04,5.0,Maruti
425000,2016,0,42000,1,0,27.3,1498.0,98.6,5.0,Honda
275000,2017,0,36000,0,0,24.7,796.0,47.3,5.0,Maruti
750000,2016,1,16300,0,0,17.01,1591.0,121.3,5.0,Hyundai
600000,2018,1,26000,0,0,17.0,1198.0,108.5,5.0,Tata
329000,2013,0,37458,0,0,16.95,1498.0,97.7,5.0,Nissan
450000,2018,1,10000,0,0,18.9,1197.0,81.86,5.0,Hyundai
320000,2016,0,45049,0,0,25.17,799.0,53.3,5.0,Renault
316000,2016,1,10000,0,0,23.95,998.0,67.05,5.0,Maruti
400000,2015,1,40000,0,0,16.78,1496.0,88.73,5.0,Toyota
900000,2019,1,11800,0,0,17.0,1497.0,121.31,5.0,Ford
800000,2018,1,40000,1,0,18.49,1493.0,100.0,7.0,Mahindra
1100000,2017,1,52000,1,0,25.6,1498.0,97.9,5.0,Honda
409999,2016,1,35000,0,0,18.9,1197.0,82.0,5.0,Hyundai
696000,2017,0,53000,1,0,27.39,1248.0,74.0,5.0,Maruti
425000,2014,1,125000,1,0,20.45,1461.0,83.8,5.0,Renault
200000,2013,0,29000,0,0,19.0,998.0,67.1,5.0,Maruti
280000,2012,1,110000,0,0,17.0,1197.0,80.0,5.0,Hyundai
390000,2018,1,30000,0,0,20.51,998.0,67.04,5.0,Maruti
640000,2016,1,35000,1,0,22.77,1498.0,98.59,5.0,Ford
160000,2008,1,80000,0,0,14.2,1341.0,82.9,5.0,Hyundai
915000,2018,1,40000,1,0,21.38,1396.0,88.7,5.0,Hyundai
1120000,2018,0,37250,1,0,21.9,1498.0,98.6,7.0,Honda
330000,2012,0,70000,1,0,21.9,1396.0,90.0,5.0,Hyundai
600000,2015,0,54700,1,0,26.0,1498.0,98.6,5.0,Honda
825000,2018,0,36000,1,0,23.0,1498.0,98.96,5.0,Ford
379000,2012,0,55000,0,0,16.8,1497.0,116.3,5.0,Honda
239000,2008,0,70000,0,0,19.81,1086.0,68.05,5.0,Hyundai
215000,2011,1,140000,1,0,13.93,2179.0,138.03,7.0,Tata
114999,2014,1,60000,0,0,14.7,796.0,37.0,8.0,Maruti
400000,2018,1,25000,0,0,20.51,998.0,67.04,5.0,Maruti
2150000,2016,1,40000,1,1,12.62,2198.0,158.0,7.0,Ford
595000,2019,1,10000,0,0,21.21,1197.0,81.8,5.0,Maruti
400000,2015,1,35000,1,1,21.58,1248.0,88.7,5.0,Tata
350000,2012,1,24800,0,0,17.0,1499.0,109.0,5.0,Ford
295000,2016,0,30099,0,0,18.06,1198.0,74.96,5.0,Renault
450000,2011,1,120000,1,0,13.6,2523.0,63.0,7.0,Mahindra
260000,2010,1,50000,0,0,18.9,998.0,67.1,5.0,Maruti
1100000,2020,1,5000,1,0,17.3,1497.0,121.0,7.0,Mahindra
300000,2012,1,60000,1,0,17.21,1493.0,100.0,7.0,Mahindra
5500000,2015,1,30000,1,1,16.46,2993.0,258.0,5.0,BMW
425000,2013,0,63589,1,0,28.4,1248.0,74.0,5.0,Maruti
450000,2015,1,51000,0,0,18.6,1197.0,81.83,5.0,Hyundai
300000,2013,1,40000,0,0,16.95,1498.0,97.6,5.0,Renault
495000,2014,0,59000,1,0,20.14,1498.0,88.8,5.0,Volkswagen
610000,2018,1,60000,1,0,28.4,1248.0,74.02,5.0,Maruti
450000,2009,1,160000,1,0,12.8,2494.0,102.0,8.0,Toyota
450000,2016,1,40000,1,0,25.32,1198.0,77.0,6.0,Mahindra
2445000,2017,1,20000,1,0,17.32,1968.0,138.13,5.0,Audi
799000,2018,0,35000,1,0,25.1,1248.0,88.5,5.0,Maruti
875000,2016,0,64579,1,0,14.1,2179.0,148.0,7.0,Tata
850000,2015,1,35000,1,0,19.67,1582.0,126.2,5.0,Hyundai
925000,2011,0,69000,1,1,17.11,1968.0,174.33,5.0,Audi
525000,2016,0,103103,1,0,18.49,1493.0,100.0,7.0,Mahindra
335000,2019,0,8000,0,0,22.05,796.0,47.3,5.0,Maruti
600000,2016,0,55055,0,0,17.8,1497.0,117.3,5.0,Honda
180000,2010,1,40000,1,0,17.0,1405.0,71.0,5.0,Tata
375000,2019,1,15000,0,0,25.17,799.0,53.3,5.0,Renault
1100000,2010,0,74000,1,1,17.11,1968.0,174.33,5.0,Audi
50000,2000,1,120000,0,0,16.1,796.0,37.0,4.0,Maruti
66000,2007,1,45000,0,0,15.9,1298.0,74.34109969352802,5.0,Maruti
4150000,2016,0,47270,1,1,15.97,2993.0,258.0,5.0,BMW
400000,2014,1,80000,1,0,25.2,1248.0,74.0,5.0,Maruti
475000,2014,0,54000,1,0,20.45,1461.0,83.8,5.0,Nissan
110000,2011,0,80000,0,0,13.7,1368.0,88.8,5.0,Tata
400000,2016,1,35000,0,0,20.4,1197.0,81.8,5.0,Maruti
349000,2018,0,14000,0,1,23.0,999.0,67.0,5.0,others
225000,2018,1,25000,0,0,22.7,799.0,53.64,5.0,others
185000,2012,1,25000,0,0,21.1,814.0,55.2,5.0,Hyundai
675000,2015,1,55000,1,0,19.01,1461.0,108.5,5.0,Nissan
750000,2018,1,28000,0,0,17.1,1368.0,140.0,5.0,others
500000,2017,1,40000,0,0,18.15,1198.0,82.0,6.0,Mahindra
750000,2015,0,58000,1,0,20.77,1248.0,88.8,7.0,Maruti
225000,2011,1,10000,0,0,14.49,1399.0,92.7,5.0,Chevrolet
480000,2012,1,115000,1,0,15.3,2956.0,83.8,7.0,Tata
350000,2012,1,80000,0,0,18.5,1197.0,85.8,5.0,Maruti
390000,2019,1,5000,0,0,23.95,998.0,67.05,5.0,Maruti
240000,2014,0,50000,0,0,22.74,796.0,47.3,5.0,Maruti
680000,2017,0,36000,1,0,19.87,1461.0,83.8,5.0,Renault
1090000,2015,0,51000,1,0,12.99,2494.0,100.6,7.0,Toyota
400000,2016,1,15000,0,0,18.15,1198.0,82.0,5.0,Mahindra
145000,2009,1,60000,0,0,19.0,998.0,66.1,5.0,Maruti
760000,2017,1,100000,1,0,24.3,1248.0,88.5,5.0,Maruti
775000,2018,0,51000,1,0,21.5,1497.0,108.5,5.0,Tata
1050000,2019,0,45800,1,0,17.3,1497.0,121.0,7.0,Mahindra
780000,2019,0,30000,1,0,28.4,1248.0,74.02,5.0,Maruti
600000,2017,0,29599,1,0,21.19,1396.0,88.73,5.0,Hyundai
375000,2013,1,90000,0,0,15.04,1598.0,103.6,5.0,Volkswagen
750000,2015,0,51051,0,0,14.28,1798.0,138.03,5.0,Toyota
265000,2016,1,30000,0,0,20.3,998.0,68.05,5.0,Hyundai
150000,2010,1,80000,1,0,20.3,1142.6554921540655,74.34109969352802,5.0,others
525000,2015,0,79000,1,0,28.4,1248.0,74.0,5.0,Maruti
190000,2010,1,100000,0,0,17.0,1197.0,80.0,5.0,Hyundai
2150000,2015,0,31000,1,1,18.88,1995.0,184.0,5.0,BMW
285000,2017,1,25000,0,0,23.01,999.0,67.0,5.0,Renault
450000,2013,1,38000,0,0,17.01,1591.0,121.3,5.0,Hyundai
175000,2010,1,26000,0,0,15.3,1596.0,99.6,5.0,Ford
375000,2018,1,60000,1,0,27.28,1047.0,69.0,5.0,Tata
500000,2015,1,80000,0,0,18.6,1197.0,81.83,5.0,Hyundai
100000,2008,0,52089,0,0,19.7,796.0,35.0,8.0,Maruti
260000,2019,1,50000,0,0,16.8,796.0,34.2,8.0,Maruti
800000,2018,0,15299,1,0,25.5,1498.0,98.6,5.0,Honda
520000,2017,0,25428,0,0,18.7,1199.0,88.7,5.0,Honda
250000,2012,1,37000,0,0,18.9,998.0,67.1,5.0,Maruti
1050000,2019,1,15000,0,0,17.0,1197.0,110.0,5.0,Mahindra
249000,2015,0,36259,0,0,18.2,1199.0,82.4,5.0,Chevrolet
1100000,2018,1,11000,0,0,17.14,1497.0,117.6,5.0,Honda
550000,2019,1,30000,0,1,19.59,1198.0,76.43,5.0,others
215000,2012,0,53000,0,0,21.1,814.0,55.2,5.0,Hyundai
480000,2018,1,16000,0,0,18.15,1198.0,82.0,6.0,Mahindra
1150000,2019,0,45000,1,0,22.0,1582.0,126.2,5.0,Hyundai
500000,2014,1,90000,1,0,20.45,1461.0,83.8,5.0,Renault
685000,2018,1,10000,0,0,17.0,1198.0,108.5,5.0,Tata
599000,2017,0,29000,1,1,21.73,1498.0,108.62,5.0,Volkswagen
139000,2011,0,46132,0,0,15.6,1196.0,70.0,5.0,Ford
200000,2015,1,110000,1,0,25.0,1405.0,69.0,5.0,Tata
250000,2015,1,40000,0,0,23.95,998.0,67.05,5.0,Maruti
450000,2013,1,60000,1,0,22.32,1582.0,126.32,5.0,Hyundai
400000,2016,0,56348,0,0,17.8,1198.0,86.7,5.0,Honda
570000,2015,1,40000,1,0,22.71,1461.0,84.8,5.0,Nissan
420000,2016,1,15000,0,0,18.15,1198.0,82.0,5.0,Mahindra
440000,2014,0,64000,1,0,28.4,1248.0,74.0,5.0,Maruti
800000,2019,1,5000,0,1,19.0,1199.0,88.76,5.0,Honda
265000,2017,1,50000,0,0,21.1,814.0,55.2,5.0,Hyundai
330000,2018,1,12000,0,0,25.17,799.0,53.3,5.0,Renault
350000,2017,1,9748,0,0,23.01,999.0,67.0,5.0,Renault
650000,2016,0,48731,0,0,18.7,1199.0,88.7,5.0,Honda
590000,2014,0,100000,1,0,12.05,2179.0,120.0,8.0,Mahindra
210000,2011,1,229000,1,0,14.07,2956.0,68.4,7.0,Tata
775000,2016,0,27000,0,0,17.0,1497.0,118.0,5.0,Honda
450000,2018,1,25000,0,0,23.84,1199.0,84.0,5.0,Tata
819999,2015,1,30000,1,0,15.1,2179.0,140.0,7.0,Mahindra
800000,2016,0,70000,1,1,19.08,1582.0,126.2,5.0,Hyundai
549000,2015,1,40000,1,0,26.21,1248.0,88.5,5.0,Maruti
950000,2020,1,2600,0,0,18.27,998.0,118.35,5.0,Hyundai
525000,2014,0,80000,1,0,22.7,1498.0,89.84,5.0,Ford
225000,2011,0,85000,0,0,19.0,1197.0,85.8,5.0,Maruti
570000,2015,0,79661,1,0,25.83,1498.0,99.0,5.0,Ford
290000,2012,1,70000,0,0,19.81,1086.0,68.05,5.0,Hyundai
550000,2013,0,34000,0,0,18.88,999.0,123.37,5.0,Ford
425000,2011,0,84470,0,0,16.8,1497.0,116.4,5.0,Honda
650000,2018,1,25656,0,0,17.19,1197.0,81.86,5.0,Hyundai
375000,2017,1,73000,1,0,24.0,1186.0,73.97,5.0,Hyundai
60000,2002,1,50000,0,0,17.3,993.0,60.0,5.0,Maruti
650000,2014,0,45000,1,0,19.33,1968.0,138.03,5.0,Volkswagen
200000,2010,1,100000,1,0,19.3,1248.0,73.9,5.0,Maruti
636000,2020,1,1000,0,0,18.9,1197.0,81.86,5.0,Hyundai
625000,2015,0,46046,0,0,17.4,1497.0,117.3,5.0,Honda
299000,2015,0,54111,0,0,19.81,1086.0,68.05,5.0,Hyundai
245000,2013,0,51825,1,0,25.44,936.0,57.6,5.0,Chevrolet
495000,2015,0,40000,0,0,18.7,1199.0,88.7,5.0,Honda
175000,2008,1,40000,0,0,18.2,1061.0,64.0,5.0,Maruti
700000,2017,1,80000,1,0,26.0,1498.0,98.6,5.0,Honda
630000,2017,1,10000,0,1,22.0,1197.0,81.8,5.0,Maruti
490000,2018,0,58072,1,0,24.0,1186.0,73.97,5.0,Hyundai
2950000,2019,0,1677,1,0,12.55,2982.0,168.5,7.0,Toyota
700000,2019,1,40000,1,0,16.5,1493.0,70.0,7.0,Mahindra
1350000,2018,0,73185,1,0,19.67,1582.0,126.2,5.0,Hyundai
300000,2017,1,30000,0,0,21.1,814.0,55.2,5.0,Hyundai
350000,2014,1,89000,1,0,25.2,1248.0,74.0,5.0,Maruti
710000,2019,1,10000,0,1,21.21,1197.0,81.8,5.0,Maruti
360000,2013,1,200000,1,0,15.96,2523.0,62.1,7.0,Mahindra
220000,2012,1,180000,1,0,21.0,1461.0,64.1,5.0,Mahindra
500000,2013,1,30000,0,0,18.5,1197.0,82.85,5.0,Hyundai
329000,2016,0,16000,0,0,20.51,998.0,67.04,5.0,Maruti
235000,2013,0,33000,0,0,21.1,814.0,55.2,5.0,Hyundai
550000,2014,0,54000,1,0,23.59,1364.0,74.34109969352802,5.0,Toyota
240000,2018,1,15000,0,0,16.8,796.0,34.2,5.0,Maruti
220000,2012,1,80000,1,0,21.12,1248.0,88.8,5.0,Tata
300000,2014,0,55000,0,0,18.5,1198.0,86.8,5.0,Honda
520000,2019,1,5000,0,0,23.84,1199.0,84.0,5.0,Tata
200000,2010,1,60000,0,0,19.7,796.0,46.3,5.0,Maruti
110000,2009,1,30000,0,0,15.3,1193.0,65.3,5.0,Tata
430000,2011,0,102620,0,0,17.0,1497.0,118.0,5.0,Honda
180000,2014,1,110000,0,0,22.74,796.0,47.3,5.0,Maruti
240000,2015,1,50000,2,0,30.46,796.0,47.3,5.0,Maruti
499000,2016,0,19000,0,0,18.6,1197.0,81.83,5.0,Hyundai
1300000,2019,1,15000,1,1,17.6,1582.0,126.2,5.0,Hyundai
580000,2015,1,70000,1,0,26.59,1248.0,74.0,5.0,Maruti
449000,2014,0,43001,1,0,19.01,1461.0,108.45,5.0,Renault
550000,2018,1,33000,0,0,17.8,1198.0,86.7,5.0,Honda
375000,2019,1,12123,0,0,23.01,999.0,67.0,5.0,Renault
450000,2011,0,60682,1,0,19.3,1248.0,73.9,5.0,Maruti
134000,2009,0,36000,0,0,19.63826453243471,1086.0,62.0,5.0,Hyundai
50000,2016,1,50000,1,0,17.88,1405.0,48.21,5.0,Tata
265000,2011,0,65000,1,0,20.54,1598.0,103.6,5.0,Volkswagen
2250000,2016,0,40000,1,1,12.55,2982.0,168.5,7.0,Toyota
325000,2012,0,50500,0,0,18.6,1197.0,85.8,5.0,Maruti
99000,2005,1,80000,0,0,16.8,1341.0,61.0,5.0,Hyundai
150000,2016,1,5000,0,0,23.9,624.0,37.48,4.0,Tata
250000,2016,0,35000,0,0,25.17,799.0,53.3,5.0,Renault
200000,2013,1,80000,1,0,20.0,1399.0,68.1,5.0,Ford
200000,2017,1,10000,1,0,25.0,1396.0,69.0,5.0,Tata
3450000,2014,0,93000,1,1,12.0,2987.0,224.0,7.0,Mercedes-Benz
810000,2020,1,1685,0,0,20.65,1462.0,103.25,5.0,Maruti
350000,2017,0,35000,0,0,21.79,998.0,67.05,5.0,Maruti
650000,2017,0,98521,1,0,27.39,1248.0,74.0,5.0,Maruti
775000,2017,0,69700,1,0,25.5,1498.0,98.6,5.0,Honda
260000,2014,0,87232,1,0,20.5,1598.0,103.5,5.0,Skoda
150000,2011,0,31280,0,0,18.6,1197.0,81.83,5.0,Hyundai
960000,2016,1,50000,1,0,19.67,1582.0,126.2,5.0,Hyundai
325000,2012,0,65000,1,0,23.59,1364.0,74.34109969352802,5.0,Toyota
250000,2010,1,75000,0,0,16.1,1197.0,85.0,5.0,Maruti
690000,2018,0,15850,1,0,26.1,1498.0,99.23,5.0,Ford
479000,2016,0,479000,1,0,27.39,1248.0,74.0,5.0,Maruti
1100000,2017,1,35000,1,0,16.0,2179.0,140.0,7.0,Mahindra
229999,2015,1,20000,0,0,22.74,796.0,47.3,5.0,Maruti
850000,2019,1,7000,0,0,19.34,1462.0,103.0,7.0,Maruti
372000,2014,1,100000,1,0,25.0,1396.0,69.01,5.0,Tata
1200000,2015,1,169000,1,0,12.99,2494.0,100.6,7.0,Toyota
300000,2018,1,30000,0,0,21.1,814.0,55.2,5.0,Hyundai
350000,2012,1,51000,1,0,17.21,1493.0,100.0,7.0,Mahindra
3100000,2017,1,35000,1,1,21.76,1995.0,188.0,5.0,BMW
810000,2019,1,40000,1,0,24.3,1248.0,88.5,5.0,Maruti
250000,2013,0,47000,0,0,20.36,1197.0,78.9,5.0,Hyundai
520000,2017,1,13230,0,0,20.3,1199.0,84.0,5.0,Tata
120000,2007,1,60000,0,0,17.3,1061.0,64.0,5.0,Maruti
315000,2013,0,80000,1,0,22.9,1248.0,74.0,5.0,Maruti
589000,2017,0,70000,1,0,15.96,2523.0,62.1,7.0,Mahindra
3150000,2018,0,16000,1,1,17.9,2143.0,170.0,5.0,Mercedes-Benz
